201001101911M48|2010|01|1|01|911M|48|A familias e instituciones sin fines de lucro|8896.92
201001101911M480|2010|01|1|01|911M|480|A S.M. el Rey. Para el sostenimiento de su Familia y Casa (Art. 65 de la Constitución)|8896.92
201001101911M4|2010|01|1|01|911M|4|TRANSFERENCIAS CORRIENTES|8896.92
201001101911M|2010|01|1|01|911M||Jefatura del Estado|8896.92
201001101|2010|01|1|01|||CASA DE SU MAJESTAD EL REY|8896.92
2010011|2010|01|1||||CASA DE SU MAJESTAD EL REY|8896.92
201002101911N11|2010|02|1|01|911N|11|Personal eventual|60.50
201002101911N111|2010|02|1|01|911N|111|Personal eventual de las Cortes|60.50
201002101911N12|2010|02|1|01|911N|12|Funcionarios|39876.88
201002101911N125|2010|02|1|01|911N|125|Retribuciones básicas y complementarias de Funcionarios de las Cortes|39876.88
201002101911N15|2010|02|1|01|911N|15|Incentivos al rendimiento|171.17
201002101911N150|2010|02|1|01|911N|150|Productividad|171.17
201002101911N16|2010|02|1|01|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|12250.32
201002101911N165|2010|02|1|01|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|12250.32
201002101911N1|2010|02|1|01|911N|1|GASTOS DE PERSONAL|52358.87
201002101911N22|2010|02|1|01|911N|22|Material, suministros y otros|2771.62
201002101911N220|2010|02|1|01|911N|220|Material de oficina|2771.62
201002101911N23|2010|02|1|01|911N|23|Indemnizaciones por razón del servicio|90.00
201002101911N234|2010|02|1|01|911N|234|Dietas, locomoción y otras indemnizaciones|90.00
201002101911N24|2010|02|1|01|911N|24|Gastos de publicaciones|550.00
201002101911N240|2010|02|1|01|911N|240|Gastos de edición y distribución|550.00
201002101911N2|2010|02|1|01|911N|2|GASTOS CORRIENTES EN BIENES Y SERVICIOS|3411.62
201002101911N48|2010|02|1|01|911N|48|A familias e instituciones sin fines de lucro|943.00
201002101911N480|2010|02|1|01|911N|480|A Familias e Instituciones sin fines de lucro|943.00
201002101911N49|2010|02|1|01|911N|49|Al exterior|560.00
201002101911N490|2010|02|1|01|911N|490|Al exterior|560.00
201002101911N4|2010|02|1|01|911N|4|TRANSFERENCIAS CORRIENTES|1503.00
201002101911N|2010|02|1|01|911N||Actividad legislativa|57273.49
201002101|2010|02|1|01|||CORTES GENERALES|57273.49
201002102911N10|2010|02|1|02|911N|10|Altos cargos|22513.82
201002102911N101|2010|02|1|02|911N|101|Asignación Constitucional Señores Diputados|22513.82
201002102911N11|2010|02|1|02|911N|11|Personal eventual|7777.68
201002102911N111|2010|02|1|02|911N|111|Personal eventual de las Cortes|7777.68
201002102911N12|2010|02|1|02|911N|12|Funcionarios|1869.32
201002102911N125|2010|02|1|02|911N|125|Retribuciones básicas y complementarias de Funcionarios de las Cortes|1869.32
201002102911N13|2010|02|1|02|911N|13|Laborales|4009.88
201002102911N135|2010|02|1|02|911N|135|Retribuciones del personal laboral de las Cortes|4009.88
201002102911N16|2010|02|1|02|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|4137.28
201002102911N165|2010|02|1|02|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|4137.28
201002102911N1|2010|02|1|02|911N|1|GASTOS DE PERSONAL|40307.98
201002102911N20|2010|02|1|02|911N|20|Arrendamientos y cánones|98.78
201002102911N207|2010|02|1|02|911N|207|Alquileres|98.78
201002102911N21|2010|02|1|02|911N|21|Reparaciones, mantenimiento y conservación|6186.69
201002102911N217|2010|02|1|02|911N|217|Gastos diversos de reparación y conservación|6186.69
201002102911N22|2010|02|1|02|911N|22|Material, suministros y otros|24791.37
201002102911N220|2010|02|1|02|911N|220|Material de oficina|24791.37
201002102911N23|2010|02|1|02|911N|23|Indemnizaciones por razón del servicio|10126.56
201002102911N234|2010|02|1|02|911N|234|Dietas, locomoción y otras indemnizaciones|10126.56
201002102911N24|2010|02|1|02|911N|24|Gastos de publicaciones|1885.96
201002102911N240|2010|02|1|02|911N|240|Gastos de edición y distribución|1885.96
201002102911N2|2010|02|1|02|911N|2|GASTOS CORRIENTES EN BIENES Y SERVICIOS|43089.36
201002102911N47|2010|02|1|02|911N|47|A empresas privadas|800.00
201002102911N470|2010|02|1|02|911N|470|Transferencia corriente de las Cortes a Empresas privadas|800.00
201002102911N48|2010|02|1|02|911N|48|A familias e instituciones sin fines de lucro|9963.66
201002102911N480|2010|02|1|02|911N|480|A Familias e Instituciones sin fines de lucro|9963.66
201002102911N4|2010|02|1|02|911N|4|TRANSFERENCIAS CORRIENTES|10763.66
201002102911N62|2010|02|1|02|911N|62|Inv. nueva asociada al funcionamiento operativo de los serv.|1907.39
201002102911N620|2010|02|1|02|911N|620|Inversión nueva asociada al funcionamiento operativo de los servicios|1907.39
201002102911N63|2010|02|1|02|911N|63|Inv. de reposición asociada al func. operativo de los serv.|1592.16
201002102911N630|2010|02|1|02|911N|630|Inversión de reposición asociada al funcionamiento operativo de los servicios|1592.16
201002102911N64|2010|02|1|02|911N|64|Gastos de inversiones de carácter inmaterial|537.50
201002102911N640|2010|02|1|02|911N|640|Gastos en inversiones de carácter inmaterial|537.50
201002102911N6|2010|02|1|02|911N|6|INVERSIONES REALES|4037.05
201002102911N|2010|02|1|02|911N||Actividad legislativa|98198.05
201002102|2010|02|1|02|||CONGRESO DE LOS DIPUTADOS|98198.05
201002103911N10|2010|02|1|03|911N|10|Altos cargos|18015.77
201002103911N101|2010|02|1|03|911N|101|Asignación Constitucional Señores Senadores|18015.77
201002103911N11|2010|02|1|03|911N|11|Personal eventual|1995.62
201002103911N111|2010|02|1|03|911N|111|Personal eventual de las Cortes|1995.62
201002103911N13|2010|02|1|03|911N|13|Laborales|3515.85
201002103911N135|2010|02|1|03|911N|135|Retribuciones del personal laboral de las Cortes|3515.85
201002103911N15|2010|02|1|03|911N|15|Incentivos al rendimiento|822.23
201002103911N150|2010|02|1|03|911N|150|Productividad|822.23
201002103911N16|2010|02|1|03|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|1808.81
201002103911N165|2010|02|1|03|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|1808.81
201002103911N1|2010|02|1|03|911N|1|GASTOS DE PERSONAL|26158.28
201002103911N20|2010|02|1|03|911N|20|Arrendamientos y cánones|169.19
201002103911N207|2010|02|1|03|911N|207|Alquileres|169.19
201002103911N21|2010|02|1|03|911N|21|Reparaciones, mantenimiento y conservación|2279.77
201002103911N217|2010|02|1|03|911N|217|Gastos diversos de reparación y conservación|2279.77
201002103911N22|2010|02|1|03|911N|22|Material, suministros y otros|13732.55
201002103911N220|2010|02|1|03|911N|220|Material de oficina|13732.55
201002103911N23|2010|02|1|03|911N|23|Indemnizaciones por razón del servicio|8287.02
