200801101911M48|2008|01|1|01|911M|48|A familias e instituciones sin fines de lucro|8663.02
200801101911M480|2008|01|1|01|911M|480|A S.M. el Rey. Para el sostenimiento de su Familia y Casa (Art. 65 de la Constitución)|8663.02
200801101911M4|2008|01|1|01|911M|4|TRANSFERENCIAS CORRIENTES|8663.02
200801101911M|2008|01|1|01|911M||Jefatura del Estado|8663.02
200801101|2008|01|1|01|||CASA DE SU MAJESTAD EL REY|8663.02
2008011|2008|01|1||||CASA DE SU MAJESTAD EL REY|8663.02
200802101911N10|2008|02|1|01|911N|10|Altos cargos|2339.20
200802101911N101|2008|02|1|01|911N|101|Asignación Parlamentarios Europeos|2339.20
200802101911N12|2008|02|1|01|911N|12|Funcionarios|36083.89
200802101911N125|2008|02|1|01|911N|125|Retribuciones básicas y complementarias de Funcionarios de las Cortes|36083.89
200802101911N16|2008|02|1|01|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|13066.33
200802101911N165|2008|02|1|01|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|13066.33
200802101911N1|2008|02|1|01|911N|1|GASTOS DE PERSONAL|51489.42
200802101911N22|2008|02|1|01|911N|22|Material, suministros y otros|4329.83
200802101911N220|2008|02|1|01|911N|220|Material de oficina|4329.83
200802101911N23|2008|02|1|01|911N|23|Indemnizaciones por razón del servicio|90.00
200802101911N234|2008|02|1|01|911N|234|Dietas, locomoción y otras indemnizaciones|90.00
200802101911N24|2008|02|1|01|911N|24|Gastos de publicaciones|764.51
200802101911N240|2008|02|1|01|911N|240|Gastos de edición y distribución|764.51
200802101911N2|2008|02|1|01|911N|2|GASTOS CORRIENTES EN BIENES Y SERVICIOS|5184.34
200802101911N48|2008|02|1|01|911N|48|A familias e instituciones sin fines de lucro|942.99
200802101911N480|2008|02|1|01|911N|480|A Familias e Instituciones sin fines de lucro|942.99
200802101911N4|2008|02|1|01|911N|4|TRANSFERENCIAS CORRIENTES|942.99
200802101911N|2008|02|1|01|911N||Actividad legislativa|57616.75
200802101|2008|02|1|01|||CORTES GENERALES|57616.75
200802102911N10|2008|02|1|02|911N|10|Altos cargos|22414.30
200802102911N101|2008|02|1|02|911N|101|Asignación Constitucional Señores Diputados|22414.30
200802102911N11|2008|02|1|02|911N|11|Personal eventual|7021.69
200802102911N111|2008|02|1|02|911N|111|Personal eventual de las Cortes|7021.69
200802102911N12|2008|02|1|02|911N|12|Funcionarios|1661.63
200802102911N125|2008|02|1|02|911N|125|Retribuciones básicas y complementarias de Funcionarios de las Cortes|1661.63
200802102911N13|2008|02|1|02|911N|13|Laborales|3818.96
200802102911N135|2008|02|1|02|911N|135|Retribuciones del personal laboral de las Cortes|3818.96
200802102911N16|2008|02|1|02|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|4126.99
200802102911N165|2008|02|1|02|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|4126.99
200802102911N1|2008|02|1|02|911N|1|GASTOS DE PERSONAL|39043.57
200802102911N20|2008|02|1|02|911N|20|Arrendamientos y cánones|276.79
200802102911N207|2008|02|1|02|911N|207|Alquileres|276.79
200802102911N21|2008|02|1|02|911N|21|Reparaciones, mantenimiento y conservación|6415.39
200802102911N217|2008|02|1|02|911N|217|Gastos diversos de reparación y conservación|6415.39
200802102911N22|2008|02|1|02|911N|22|Material, suministros y otros|21814.64
200802102911N220|2008|02|1|02|911N|220|Material de oficina|21814.64
200802102911N23|2008|02|1|02|911N|23|Indemnizaciones por razón del servicio|12717.67
200802102911N234|2008|02|1|02|911N|234|Dietas, locomoción y otras indemnizaciones|12717.67
200802102911N24|2008|02|1|02|911N|24|Gastos de publicaciones|2006.95
200802102911N240|2008|02|1|02|911N|240|Gastos de edición y distribución|2006.95
200802102911N2|2008|02|1|02|911N|2|GASTOS CORRIENTES EN BIENES Y SERVICIOS|43231.44
200802102911N47|2008|02|1|02|911N|47|A empresas privadas|554.74
200802102911N470|2008|02|1|02|911N|470|Transferencia corriente de las Cortes a Empresas privadas|554.74
200802102911N48|2008|02|1|02|911N|48|A familias e instituciones sin fines de lucro|10302.51
200802102911N480|2008|02|1|02|911N|480|A Familias e Instituciones sin fines de lucro|10302.51
200802102911N4|2008|02|1|02|911N|4|TRANSFERENCIAS CORRIENTES|10857.25
200802102911N62|2008|02|1|02|911N|62|Inv. nueva asociada al funcionamiento operativo de los serv.|4075.14
200802102911N620|2008|02|1|02|911N|620|Inversión nueva asociada al funcionamiento operativo de los servicios|4075.14
200802102911N63|2008|02|1|02|911N|63|Inv. de reposición asociada al func. operativo de los serv.|1197.32
200802102911N630|2008|02|1|02|911N|630|Inversión de reposición asociada al funcionamiento operativo de los servicios|1197.32
200802102911N6|2008|02|1|02|911N|6|INVERSIONES REALES|5272.46
200802102911N|2008|02|1|02|911N||Actividad legislativa|98404.72
200802102|2008|02|1|02|||CONGRESO DE LOS DIPUTADOS|98404.72
200802103911N10|2008|02|1|03|911N|10|Altos cargos|16124.74
200802103911N101|2008|02|1|03|911N|101|Asignación Constitucional Señores Senadores|16124.74
200802103911N11|2008|02|1|03|911N|11|Personal eventual|1953.51
200802103911N111|2008|02|1|03|911N|111|Personal eventual de las Cortes|1953.51
200802103911N13|2008|02|1|03|911N|13|Laborales|3187.04
200802103911N135|2008|02|1|03|911N|135|Retribuciones del personal laboral de las Cortes|3187.04
200802103911N15|2008|02|1|03|911N|15|Incentivos al rendimiento|791.37
200802103911N150|2008|02|1|03|911N|150|Productividad|791.37
200802103911N16|2008|02|1|03|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|1736.51
200802103911N165|2008|02|1|03|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|1736.51
200802103911N1|2008|02|1|03|911N|1|GASTOS DE PERSONAL|23793.17
