Id,Sección,Tipo,Organismo
01.1.01,01,1,CASA DE SU MAJESTAD EL REY
02.1.01,02,1,CORTES GENERALES
02.1.02,02,1,CONGRESO DE LOS DIPUTADOS
02.1.03,02,1,SENADO
02.1.04,02,1,JUNTA ELECTORAL CENTRAL
02.1.05,02,1,DEFENSOR DEL PUEBLO
03.1.01,03,1,TRIBUNAL, FISCALÍA Y SERVICIOS GENERALES
04.1.01,04,1,TRIBUNAL CONSTITUCIONAL
05.1.01,05,1,CONSEJO DE ESTADO
06.1.01,06,1,BONOS, OBLIGACIONES Y OTRAS DEUDAS
06.1.02,06,1,PRÉSTAMOS
06.1.03,06,1,LETRAS DEL TESORO
06.1.04,06,1,DEUDAS ASUMIDAS
06.1.05,06,1,OBLIGACIONES DIVERSAS
07.1.01,07,1,HABERES PASIVOS DE CARÁCTER CIVIL Y MILITAR
07.1.02,07,1,PENSIONES E INDEMNIZACIONES DE CLASES PASIVAS
07.1.03,07,1,PENSIONES INDEMNIZATORIAS DE CARÁCTER CIVIL Y MILITAR
08.1.01,08,1,CONSEJO GENERAL DEL PODER JUDICIAL
12.1.01,12,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
12.1.02,12,1,SECRETARÍA DE ESTADO PARA LA UNIÓN EUROPEA
12.1.03,12,1,SECRETARÍA DE ESTADO DE COOPERACIÓN INTERNACIONAL
12.1.04,12,1,SECRETARÍA DE ESTADO DE ASUNTOS EXTERIORES
12.1.05,12,1,SECRETARÍA DE ESTADO PARA IBEROAMÉRICA
13.1.01,13,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
13.1.02,13,1,DIR. GENERAL DE RELACIONES CON LA ADMINISTRACIÓN DE JUSTICIA
13.1.03,13,1,DIRECCIÓN GENERAL DE LOS REGISTROS Y DEL NOTARIADO
13.1.04,13,1,ABOGACÍA GRAL. DEL ESTADO-DIR. DEL SERV. JURIDICO DEL ESTADO
14.1.01,14,1,MINISTERIO Y SUBSECRETARÍA
14.1.02,14,1,CUARTEL GENERAL DEL EMAD
14.1.03,14,1,SECRETARÍA DE ESTADO DE LA DEFENSA
14.1.12,14,1,EJÉRCITO DE TIERRA
14.1.17,14,1,ARMADA
14.1.22,14,1,EJÉRCITO DEL AIRE
15.1.01,15,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
15.1.02,15,1,SECRETARÍA GENERAL TÉCNICA
15.1.03,15,1,INSPECCIÓN GENERAL DEL MINISTERIO DE ECONOMÍA Y HACIENDA
15.1.04,15,1,DIRECCIÓN GENERAL DEL PATRIMONIO DEL ESTADO
15.1.05,15,1,SECRETARÍA DE ESTADO DE HACIENDA Y PRESUPUESTOS
15.1.06,15,1,SECRETARÍA GENERAL DE HACIENDA
15.1.07,15,1,DIRECCIÓN GENERAL DE TRIBUTOS
15.1.08,15,1,DIRECCIÓN GENERAL DEL CATASTRO
15.1.09,15,1,TRIBUNAL ECONÓMICO-ADMINISTRATIVO CENTRAL
15.1.11,15,1,INTERVENCIÓN GENERAL DE LA ADMINISTRACIÓN DEL ESTADO
15.1.12,15,1,SECRETARÍA GENERAL DE PRESUPUESTOS Y GASTOS
15.1.13,15,1,DIRECCIÓN GENERAL DE COSTES DE PERSONAL Y PENSIONES PÚBLICAS
15.1.14,15,1,DIRECCIÓN GENERAL DE FONDOS COMUNITARIOS
15.1.15,15,1,DIRECCIÓN GENERAL DE PRESUPUESTOS
15.1.16,15,1,SECRETARÍA DE ESTADO DE ECONOMÍA
15.1.17,15,1,DIRECCIÓN GENERAL DE POLÍTICA ECONÓMICA
15.1.19,15,1,DIRECCIÓN GENERAL DEL TESORO Y POLÍTICA FINANCIERA
15.1.20,15,1,DIRECCIÓN GENERAL DE SEGUROS Y FONDOS DE PENSIONES
15.1.21,15,1,DIRECCIÓN GENERAL DE FINANCIACIÓN INTERNACIONAL
15.1.22,15,1,DIRECCIÓN GENERAL DE COORDINACIÓN FINANCIERA CON LAS CC.AA.
15.1.23,15,1,DIRECCIÓN GENERAL DE COORDINACIÓN FINANCIERA CON LAS EE.LL.
15.1.24,15,1,SECRET. GRAL. DE POLÍTICA ECONÓMICA Y DEFENSA DE LA COMPETENCIA
16.1.01,16,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
16.1.02,16,1,SECRETARÍA DE ESTADO DE SEGURIDAD
16.1.03,16,1,DIRECCIÓN GENERAL DE LA POLICÍA Y DE LA GUARDIA CIVIL: POLICÍA
16.1.04,16,1,DIRECCIÓN GENERAL DE LA POLICÍA Y DE LA GUARDIA CIVIL: GUARDIA CIVIL
16.1.05,16,1,DIRECCIÓN GENERAL DE INSTITUCIONES PENITENCIARIAS
17.1.01,17,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
17.1.02,17,1,DIRECCIÓN GENERAL DE PROGRAMACIÓN ECONÓMICA
17.1.03,17,1,SECRETARÍA GENERAL TÉCNICA
17.1.18,17,1,DIRECCIÓN GENERAL DEL INSTITUTO GEOGRÁFICO NACIONAL
17.1.20,17,1,SECRETARÍA DE ESTADO DE INFRAESTRUCTURAS Y PLANIFICACIÓN
17.1.31,17,1,SECRETARÍA GENERAL DE TRANSPORTES
17.1.32,17,1,DIRECCIÓN GENERAL DE MARINA MERCANTE
17.1.34,17,1,DIRECCIÓN GENERAL DE AVIACIÓN CIVIL
17.1.38,17,1,DIRECCIÓN GENERAL DE CARRETERAS
17.1.39,17,1,DIRECCIÓN GENERAL DE TRANSPORTES POR CARRETERA
17.1.40,17,1,DIRECCIÓN GENERAL DE FERROCARRILES
18.1.01,18,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
18.1.02,18,1,SECRETARÍA GENERAL TECNICA
18.1.03,18,1,SECRETARÍA DE ESTADO DE UNIVERSIDADES E INVESTIGACIÓN
18.1.05,18,1,SECRETARÍA GENERAL DE POLÍTICA CIENTÍFICA Y TECNOLÓGICA
18.1.06,18,1,DIRECCIÓN GENERAL DE POLÍTICA TECNOLÓGICA
18.1.07,18,1,DIRECCIÓN GENERAL DE UNIVERSIDADES
18.1.08,18,1,DIRECCIÓN GENERAL DE INVESTIGACIÓN
18.1.09,18,1,SECRETARÍA GENERAL DE EDUCACIÓN
18.1.10,18,1,D. G. DE EDUCACIÓN, FORM. PROFESIONAL E INNOVACIÓN EDUCATIVA
18.1.11,18,1,DIRECCIÓN GRAL. DE COOPERACIÓN TERRITORIAL Y ALTA INSPECCIÓN
19.1.01,19,1,MINISTERIO Y SUBSECRETARÍA
19.1.02,19,1,SECRETARÍA DE ESTADO DE LA SEGURIDAD SOCIAL
19.1.03,19,1,SECRETARÍA GENERAL DE EMPLEO
19.1.04,19,1,SEC.DE ESTADO DE SERVICIOS SOCIALES, FAMILIAS Y DISCAPACIDAD
19.1.07,19,1,SECRETARÍA DE ESTADO DE INMIGRACIÓN Y EMIGRACIÓN
19.1.08,19,1,SECRETARÍA GENERAL DE POLÍTICAS DE IGUALDAD
20.1.01,20,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
20.1.02,20,1,SECRETARÍA GENERAL TÉCNICA
20.1.03,20,1,SECRETARÍA DE ESTADO DE TURISMO Y COMERCIO
20.1.04,20,1,SECRETARÍA GENERAL DE TURISMO
20.1.05,20,1,SECRETARÍA GENERAL DE COMERCIO EXTERIOR
20.1.06,20,1,DIRECCIÓN GENERAL DE COMERCIO E INVERSIONES
20.1.07,20,1,DIRECCIÓN GENERAL DE POLÍTICA COMERCIAL
20.1.12,20,1,SECR. DE EST. DE TELECOMUN. Y PARA LA SOC. DE LA INFORMACIÓN
20.1.13,20,1,DIR. GRAL. DE TELECOMUNICAC. Y TECNOLOGÍAS DE LA INFORMACIÓN
20.1.14,20,1,DIR. GRAL. PARA EL DESARROLLO DE LA SOCIEDAD DE LA INFORMAC.
20.1.15,20,1,SECRETARÍA GENERAL DE INDUSTRIA
20.1.16,20,1,DIRECCIÓN GENERAL DE DESARROLLO INDUSTRIAL
20.1.17,20,1,DIRECCIÓN GENER. DE POLÍTICA DE LA PEQUEÑA Y MEDIANA EMPRESA
20.1.18,20,1,SECRETARÍA GENERAL DE ENERGÍA
20.1.19,20,1,DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS
21.1.01,21,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
21.1.09,21,1,SECRETARÍA GENERAL DE PESCA MARÍTIMA
21.1.21,21,1,SECRETARÍA GENERAL DE AGRICULTURA Y ALIMENTACIÓN
22.1.01,22,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
22.1.02,22,1,SECRETARÍA GENERAL PARA LA ADMINISTRACIÓN PÚBLICA
22.1.03,22,1,SECRETARÍA DE ESTADO DE COOPERACIÓN TERRITORIAL
23.1.01,23,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
23.1.02,23,1,SECRETARÍA GENERAL TÉCNICA
23.1.03,23,1,DIRECCIÓN GENERAL DEL INSTITUTO NACIONAL DE METEOROLOGÍA
23.1.04,23,1,SECRETARÍA GENERAL PARA EL TERRITORIO Y LA BIODIVERSIDAD
23.1.05,23,1,DIRECCIÓN GENERAL DEL AGUA
23.1.06,23,1,DIRECCIÓN GENERAL DE COSTAS
23.1.07,23,1,SEC.GRAL.PARA LA PREVEN.DE LA CONTAMIN.Y EL CAMBIO CLIMÁTICO
23.1.08,23,1,DIRECCIÓN GENERAL DE CALIDAD Y EVALUACIÓN AMBIENTAL
23.1.09,23,1,DIRECCIÓN GENERAL PARA LA BIODIVERSIDAD
23.1.10,23,1,DIRECCIÓN GENERAL DE LA OFICINA ESPAÑOLA DEL CAMBIO CLIMÁTICO
24.1.01,24,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
24.1.02,24,1,SECRETARÍA GENERAL TÉCNICA
24.1.03,24,1,DIRECCIÓN GENERAL DE BELLAS ARTES Y BIENES CULTURALES
24.1.04,24,1,DIRECCIÓN GENERAL DEL LIBRO, ARCHIVOS Y BIBLIOTECAS
24.1.05,24,1,DIRECCIÓN GENERAL DE COOPERACIÓN Y COMUNICACIÓN CULTURAL
25.1.01,25,1,PRESIDENTE DEL GOBIERNO
25.1.02,25,1,MINISTERIO Y SERVICIOS GENERALES
25.1.03,25,1,PORTAVOZ DEL GOBIERNO
26.1.01,26,1,MINISTERIO Y SUBSECRETARÍA
26.1.02,26,1,SECRETARÍA GENERAL TÉCNICA
26.1.03,26,1,D. G. RECURSOS HUMANOS Y SERVICIOS ECONÓMICO PRESUPUESTARIOS
26.1.04,26,1,DIRECCIÓN GENERAL DE CONSUMO Y ATENCIÓN AL CIUDADANO
26.1.07,26,1,DIRECCIÓN GENERAL DE SALUD PÚBLICA
26.1.09,26,1,DIRECCIÓN GENERAL DE FARMACIA Y PRODUCTOS SANITARIOS
26.1.11,26,1,SECRETARÍA GENERAL DE SANIDAD
26.1.12,26,1,D. G. DE COHESIÓN DEL SIST. NACIONAL DE SALUD Y ALTA INSPEC.
26.1.13,26,1,AGENCIA DE CALIDAD DEL SISTEMA NACIONAL DE SALUD
26.1.14,26,1,DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS
27.1.01,27,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
27.1.09,27,1,DIRECCIÓN GENERAL DE ARQUITECTURA Y POLÍTICA DE VIVIENDA
27.1.10,27,1,DIRECCIÓN GENERAL DE URBANISMO Y POLÍTICA DE SUELO
31.1.02,31,1,D.G. PRESUPUESTOS. GASTOS DE LOS DEPARTAMENTOS MINISTERIALES
31.1.03,31,1,DIRECCIÓN GENERAL DEL PATRIMONIO DEL ESTADO
31.1.04,31,1,SUBSECRETARÍA DE HACIENDA
32.1.01,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. PAÍS VASCO
32.1.02,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. CATALUÑA
32.1.03,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. GALICIA
32.1.04,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. ANDALUCIA
32.1.05,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. ASTURIAS
32.1.06,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. CANTABRIA
32.1.07,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. LA RIOJA
32.1.08,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. MURCIA
32.1.09,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. VALENCIA
32.1.10,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. ARAGÓN
32.1.11,32,1,D. G. COORDINACIÓN FINANC. CON LAS CC.AA. CASTILLA-LA MANCHA
32.1.12,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. CANARIAS
32.1.14,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. EXTREMADURA
32.1.15,32,1,D.G. COORDINACIÓN FINANCIERA CON LAS CC.AA. ILLES BALEARS
32.1.16,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. MADRID
32.1.17,32,1,D. G. COORDINACIÓN FINANCIERA CON LAS CC.AA. CASTILLA-LEÓN
32.1.18,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. VARIAS
32.1.19,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. MELILLA
32.1.20,32,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC.AA. CEUTA
32.1.23,32,1,DIR. GEN. COORDINACIÓN FINANCIERA CON LAS ENTIDADES LOCALES
33.1.03,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. GALICIA
33.1.04,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. ANDALUCÍA
33.1.05,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. ASTURIAS
33.1.06,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. CANTABRIA
33.1.08,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. MURCIA
33.1.09,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. VALENCIA
33.1.11,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. CASTILLA-LA MANCHA
33.1.12,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. CANARIAS
33.1.14,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. EXTREMADURA
33.1.17,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. CASTILLA-LEÓN
33.1.19,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. MELILLA
33.1.20,33,1,D. G. DE COORDINACIÓN FINANCIERA CON LAS CC. AA. CEUTA
34.1.01,34,1,D. G. PRESUPUESTOS. RELACIONES FINANCIERAS CON LA U. EUROPEA
35.1.01,35,1,DIRECCIÓN GENERAL DE PRESUPUESTOS. FONDO DE CONTINGENCIA
12.2.103,12,2,AGENCIA ESPAÑOLA DE LA COOPERACIÓN INTERNACIONAL
13.2.101,13,2,CENTRO DE ESTUDIOS JURÍDICOS
13.2.102,13,2,MUTUALIDAD GENERAL JUDICIAL
14.2.104,14,2,FONDO DE EXPLOTACIÓN DE SERVICIOS DE CRÍA CABALLAR Y REMONTA
14.2.107,14,2,GERENCIA DE INFRAESTRUCTURA Y EQUIPAMIENTO DE LA DEFENSA
14.2.111,14,2,CANAL DE EXPERIENCIAS HIDRODINÁMICAS DE EL PARDO
14.2.113,14,2,INSTITUTO SOCIAL DE LAS FUERZAS ARMADAS
14.2.204,14,2,SERVICIO MILITAR DE CONSTRUCCIONES
14.2.205,14,2,INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL ESTEBAN TERRADAS
14.2.206,14,2,INSTITUTO PARA LA VIVIENDA DE LAS FUERZAS ARMADAS
15.2.101,15,2,INSTITUTO DE ESTUDIOS FISCALES
15.2.103,15,2,INSTITUTO DE CONTABILIDAD Y AUDITORÍA DE CUENTAS
15.2.104,15,2,COMISIONADO PARA EL MERCADO DE TABACOS
15.2.105,15,2,INSTITUTO NACIONAL DE ESTADÍSTICA
15.2.202,15,2,PARQUE MÓVIL DEL ESTADO
16.2.101,16,2,JEFATURA DE TRÁFICO
16.2.102,16,2,GERENCIA DE INFRAESTR. Y EQUIPAM. DE LA SEGURIDAD DEL ESTADO
16.2.201,16,2,TRABAJO PENITENCIARIO Y FORMACIÓN PARA EL EMPLEO
17.2.238,17,2,CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS
17.2.239,17,2,CENTRO NACIONAL DE INFORMACIÓN GEOGRÁFICA
18.2.101,18,2,CONSEJO SUPERIOR DE DEPORTES
18.2.102,18,2,PROGRAMAS EDUCATIVOS EUROPEOS
