201101101911M48|2011|01|1|01|911M|48|A familias e instituciones sin fines de lucro|8434.28
201101101911M480|2011|01|1|01|911M|480|A S.M. el Rey. Para el sostenimiento de su Familia y Casa (Art. 65 de la Constitución)|8434.28
201101101911M4|2011|01|1|01|911M|4|TRANSFERENCIAS CORRIENTES|8434.28
201101101911M|2011|01|1|01|911M||Jefatura del Estado|8434.28
201101101|2011|01|1|01|||CASA DE SU MAJESTAD EL REY|8434.28
2011011|2011|01|1||||CASA DE SU MAJESTAD EL REY|8434.28
201102101911N12|2011|02|1|01|911N|12|Funcionarios|37852.12
201102101911N125|2011|02|1|01|911N|125|Retribuciones básicas y complementarias de Funcionarios de las Cortes|37852.12
201102101911N14|2011|02|1|01|911N|14|Otro personal|100.00
201102101911N145|2011|02|1|01|911N|145|Otro personal de las Cortes Generales|100.00
201102101911N15|2011|02|1|01|911N|15|Incentivos al rendimiento|100.00
201102101911N150|2011|02|1|01|911N|150|Productividad|100.00
201102101911N16|2011|02|1|01|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|11994.21
201102101911N165|2011|02|1|01|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|11994.21
201102101911N1|2011|02|1|01|911N|1|GASTOS DE PERSONAL|50046.33
201102101911N20|2011|02|1|01|911N|20|Arrendamientos y cánones|0.12
201102101911N207|2011|02|1|01|911N|207|Alquileres|0.12
201102101911N22|2011|02|1|01|911N|22|Material, suministros y otros|1913.16
201102101911N220|2011|02|1|01|911N|220|Material de oficina|1913.16
201102101911N23|2011|02|1|01|911N|23|Indemnizaciones por razón del servicio|79.00
201102101911N234|2011|02|1|01|911N|234|Dietas, locomoción y otras indemnizaciones|79.00
201102101911N24|2011|02|1|01|911N|24|Gastos de publicaciones|550.00
201102101911N240|2011|02|1|01|911N|240|Gastos de edición y distribución|550.00
201102101911N2|2011|02|1|01|911N|2|GASTOS CORRIENTES EN BIENES Y SERVICIOS|2542.28
201102101911N48|2011|02|1|01|911N|48|A familias e instituciones sin fines de lucro|710.06
201102101911N480|2011|02|1|01|911N|480|A Familias e Instituciones sin fines de lucro|710.06
201102101911N49|2011|02|1|01|911N|49|Al exterior|560.00
201102101911N490|2011|02|1|01|911N|490|Al exterior|560.00
201102101911N4|2011|02|1|01|911N|4|TRANSFERENCIAS CORRIENTES|1270.06
201102101911N|2011|02|1|01|911N||Actividad legislativa|53858.67
201102101|2011|02|1|01|||CORTES GENERALES|53858.67
201102102911N10|2011|02|1|02|911N|10|Altos cargos|20243.04
201102102911N101|2011|02|1|02|911N|101|Asignación Constitucional Señores Diputados|20243.04
201102102911N11|2011|02|1|02|911N|11|Personal eventual|7602.39
201102102911N111|2011|02|1|02|911N|111|Personal eventual de las Cortes|7602.39
201102102911N12|2011|02|1|02|911N|12|Funcionarios|1707.68
201102102911N125|2011|02|1|02|911N|125|Retribuciones básicas y complementarias de Funcionarios de las Cortes|1707.68
201102102911N13|2011|02|1|02|911N|13|Laborales|3821.12
