200901101911M48|2009|01|1|01|911M|48|A familias e instituciones sin fines de lucro|8896.92
200901101911M480|2009|01|1|01|911M|480|A S.M. el Rey. Para el sostenimiento de su Familia y Casa (Art. 65 de la Constitución)|8896.92
200901101911M4|2009|01|1|01|911M|4|TRANSFERENCIAS CORRIENTES|8896.92
200901101911M|2009|01|1|01|911M||Jefatura del Estado|8896.92
200901101|2009|01|1|01|||CASA DE SU MAJESTAD EL REY|8896.92
2009011|2009|01|1||||CASA DE SU MAJESTAD EL REY|8896.92
200902101911N10|2009|02|1|01|911N|10|Altos cargos|1336.64
200902101911N101|2009|02|1|01|911N|101|Asignación Parlamentarios Europeos|1336.64
200902101911N11|2009|02|1|01|911N|11|Personal eventual|60.50
200902101911N111|2009|02|1|01|911N|111|Personal eventual de las Cortes|60.50
200902101911N12|2009|02|1|01|911N|12|Funcionarios|39249.92
200902101911N125|2009|02|1|01|911N|125|Retribuciones básicas y complementarias de Funcionarios de las Cortes|39249.92
200902101911N16|2009|02|1|01|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|14023.89
200902101911N165|2009|02|1|01|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|14023.89
200902101911N1|2009|02|1|01|911N|1|GASTOS DE PERSONAL|54670.95
200902101911N22|2009|02|1|01|911N|22|Material, suministros y otros|4049.70
200902101911N220|2009|02|1|01|911N|220|Material de oficina|4049.70
200902101911N23|2009|02|1|01|911N|23|Indemnizaciones por razón del servicio|90.00
200902101911N234|2009|02|1|01|911N|234|Dietas, locomoción y otras indemnizaciones|90.00
200902101911N24|2009|02|1|01|911N|24|Gastos de publicaciones|550.00
200902101911N240|2009|02|1|01|911N|240|Gastos de edición y distribución|550.00
200902101911N2|2009|02|1|01|911N|2|GASTOS CORRIENTES EN BIENES Y SERVICIOS|4689.70
200902101911N48|2009|02|1|01|911N|48|A familias e instituciones sin fines de lucro|943.00
200902101911N480|2009|02|1|01|911N|480|A Familias e Instituciones sin fines de lucro|943.00
200902101911N4|2009|02|1|01|911N|4|TRANSFERENCIAS CORRIENTES|943.00
200902101911N|2009|02|1|01|911N||Actividad legislativa|60303.65
200902101|2009|02|1|01|||CORTES GENERALES|60303.65
200902102911N10|2009|02|1|02|911N|10|Altos cargos|22513.82
200902102911N101|2009|02|1|02|911N|101|Asignación Constitucional Señores Diputados|22513.82
200902102911N11|2009|02|1|02|911N|11|Personal eventual|7503.55
200902102911N111|2009|02|1|02|911N|111|Personal eventual de las Cortes|7503.55
200902102911N12|2009|02|1|02|911N|12|Funcionarios|1836.73
200902102911N125|2009|02|1|02|911N|125|Retribuciones básicas y complementarias de Funcionarios de las Cortes|1836.73
200902102911N13|2009|02|1|02|911N|13|Laborales|3963.00
200902102911N135|2009|02|1|02|911N|135|Retribuciones del personal laboral de las Cortes|3963.00
200902102911N16|2009|02|1|02|911N|16|Cuotas, prestaciones y gastos sociales a cargo del empleador|4246.09
200902102911N165|2009|02|1|02|911N|165|Cuotas, prestaciones y gastos sociales a cargo del empleador|4246.09
200902102911N1|2009|02|1|02|911N|1|GASTOS DE PERSONAL|40063.19
200902102911N20|2009|02|1|02|911N|20|Arrendamientos y cánones|275.13
200902102911N207|2009|02|1|02|911N|207|Alquileres|275.13
200902102911N21|2009|02|1|02|911N|21|Reparaciones, mantenimiento y conservación|7226.79
200902102911N217|2009|02|1|02|911N|217|Gastos diversos de reparación y conservación|7226.79
200902102911N22|2009|02|1|02|911N|22|Material, suministros y otros|23235.18
200902102911N220|2009|02|1|02|911N|220|Material de oficina|23235.18
200902102911N23|2009|02|1|02|911N|23|Indemnizaciones por razón del servicio|11056.75
200902102911N234|2009|02|1|02|911N|234|Dietas, locomoción y otras indemnizaciones|11056.75
200902102911N24|2009|02|1|02|911N|24|Gastos de publicaciones|2006.99
200902102911N240|2009|02|1|02|911N|240|Gastos de edición y distribución|2006.99
200902102911N2|2009|02|1|02|911N|2|GASTOS CORRIENTES EN BIENES Y SERVICIOS|43800.84
200902102911N47|2009|02|1|02|911N|47|A empresas privadas|598.68
200902102911N470|2009|02|1|02|911N|470|Transferencia corriente de las Cortes a Empresas privadas|598.68
200902102911N48|2009|02|1|02|911N|48|A familias e instituciones sin fines de lucro|9891.50
200902102911N480|2009|02|1|02|911N|480|A Familias e Instituciones sin fines de lucro|9891.50
200902102911N4|2009|02|1|02|911N|4|TRANSFERENCIAS CORRIENTES|10490.18
200902102911N62|2009|02|1|02|911N|62|Inv. nueva asociada al funcionamiento operativo de los serv.|3897.17
200902102911N620|2009|02|1|02|911N|620|Inversión nueva asociada al funcionamiento operativo de los servicios|3897.17
200902102911N63|2009|02|1|02|911N|63|Inv. de reposición asociada al func. operativo de los serv.|1029.99
200902102911N630|2009|02|1|02|911N|630|Inversión de reposición asociada al funcionamiento operativo de los servicios|1029.99
200902102911N6|2009|02|1|02|911N|6|INVERSIONES REALES|4927.16
200902102911N|2009|02|1|02|911N||Actividad legislativa|99281.37
200902102|2009|02|1|02|||CONGRESO DE LOS DIPUTADOS|99281.37
200902103911N10|2009|02|1|03|911N|10|Altos cargos|18226.14
200902103911N101|2009|02|1|03|911N|101|Asignación Constitucional Señores Senadores|18226.14
200902103911N11|2009|02|1|03|911N|11|Personal eventual|1990.72
200902103911N111|2009|02|1|03|911N|111|Personal eventual de las Cortes|1990.72
200902103911N13|2009|02|1|03|911N|13|Laborales|3430.90
200902103911N135|2009|02|1|03|911N|135|Retribuciones del personal laboral de las Cortes|3430.90
200902103911N15|2009|02|1|03|911N|15|Incentivos al rendimiento|822.23
200902103911N150|2009|02|1|03|911N|150|Productividad|822.23
