Id,Sección,Tipo,Organismo
01.1.01,01,1,CASA DE SU MAJESTAD EL REY
02.1.01,02,1,CORTES GENERALES
02.1.02,02,1,CONGRESO DE LOS DIPUTADOS
02.1.03,02,1,SENADO
02.1.04,02,1,JUNTA ELECTORAL CENTRAL
02.1.05,02,1,DEFENSOR DEL PUEBLO
03.1.01,03,1,TRIBUNAL, FISCALÍA Y SERVICIOS GENERALES
04.1.01,04,1,TRIBUNAL CONSTITUCIONAL
05.1.01,05,1,CONSEJO DE ESTADO
06.1.01,06,1,BONOS, OBLIGACIONES Y OTRAS DEUDAS
06.1.02,06,1,PRÉSTAMOS
06.1.03,06,1,LETRAS DEL TESORO
06.1.04,06,1,DEUDAS ASUMIDAS
06.1.05,06,1,OBLIGACIONES DIVERSAS
07.1.01,07,1,HABERES PASIVOS DE CARÁCTER CIVIL Y MILITAR
07.1.02,07,1,PENSIONES E INDEMNIZACIONES DE CLASES PASIVAS
07.1.03,07,1,PENSIONES INDEMNIZATORIAS DE CARÁCTER CIVIL Y MILITAR
08.1.01,08,1,CONSEJO GENERAL DEL PODER JUDICIAL
12.1.01,12,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
12.1.02,12,1,SECRETARÍA DE ESTADO PARA LA UNIÓN EUROPEA
12.1.03,12,1,SECRETARÍA DE ESTADO DE COOPERACIÓN INTERNACIONAL Y PARA IBEROAMÉRICA
12.1.04,12,1,SECRETARÍA DE ESTADO DE ASUNTOS EXTERIORES
13.1.01,13,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
13.1.02,13,1,SECRETARÍA GENERAL DE LA ADMINISTRACIÓN DE JUSTICIA
13.1.03,13,1,DIRECCIÓN GENERAL DE LOS REGISTROS Y DEL NOTARIADO
13.1.04,13,1,ABOGACÍA GRAL. DEL ESTADO-DIR. DEL SERV. JURIDICO DEL ESTADO
13.1.05,13,1,SECRETARÍA GRAL. DE LA ADMINISTRACIÓN DE JUSTICIA. FISCALÍA GRAL. ESTADO
14.1.01,14,1,MINISTERIO Y SUBSECRETARÍA
14.1.02,14,1,CUARTEL GENERAL DEL EMAD
14.1.03,14,1,SECRETARÍA DE ESTADO DE LA DEFENSA
14.1.12,14,1,EJÉRCITO DE TIERRA
14.1.17,14,1,ARMADA
14.1.22,14,1,EJÉRCITO DEL AIRE
15.1.01,15,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
15.1.02,15,1,SECRETARÍA GENERAL TÉCNICA
15.1.03,15,1,INSPECCIÓN GENERAL
15.1.04,15,1,DIRECCIÓN GENERAL DEL PATRIMONIO DEL ESTADO
15.1.05,15,1,SECRETARÍA DE ESTADO DE HACIENDA
15.1.07,15,1,DIRECCIÓN GENERAL DE TRIBUTOS
15.1.08,15,1,DIRECCIÓN GENERAL DEL CATASTRO
15.1.09,15,1,TRIBUNAL ECONÓMICO-ADMINISTRATIVO CENTRAL
15.1.10,15,1,DIRECCIÓN GENERAL DE ORDENACIÓN DEL JUEGO
15.1.11,15,1,INTERVENCIÓN GENERAL DE LA ADMINISTRACIÓN DEL ESTADO
15.1.12,15,1,SECRETARÍA DE ESTADO DE PRESUPUESTOS Y GASTOS
15.1.13,15,1,DIRECCIÓN GENERAL DE COSTES DE PERSONAL Y PENSIONES PÚBLICAS
15.1.14,15,1,DIRECCIÓN GENERAL DE FONDOS COMUNITARIOS
15.1.15,15,1,DIRECCIÓN GENERAL DE PRESUPUESTOS
15.1.22,15,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL
15.1.26,15,1,SECRETARÍA DE ESTADO DE ADMINISTRACIONES PÚBLICAS
15.1.27,15,1,DIRECCIÓN GENERAL DE COORDINACIÓN DE COMPETENCIAS CON LAS CC.AA. Y LAS EE.LL.
15.1.28,15,1,DIR. GENERAL DE COORDINACIÓN DE LA ADMINISTRACIÓN PERIFÉRICA DEL ESTADO
16.1.01,16,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
16.1.02,16,1,SECRETARÍA DE ESTADO DE SEGURIDAD
16.1.03,16,1,DIRECCIÓN GENERAL DE LA POLICÍA
16.1.04,16,1,DIRECCIÓN GENERAL DE LA GUARDIA CIVIL
16.1.05,16,1,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS
17.1.01,17,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
17.1.02,17,1,DIRECCIÓN GENERAL DE PROGRAMACIÓN ECONÓMICA Y PRESUPUESTOS
17.1.03,17,1,SECRETARÍA GENERAL TÉCNICA
17.1.09,17,1,DIRECCIÓN GENERAL DE ARQUITECTURA, VIVIENDA Y SUELO
17.1.18,17,1,DIRECCIÓN GENERAL DEL INSTITUTO GEOGRÁFICO NACIONAL
17.1.20,17,1,SECRETARÍA DE ESTADO DE INFRAESTRUCTURAS, TRANSPORTE Y VIVIENDA
17.1.32,17,1,DIRECCIÓN GENERAL DE MARINA MERCANTE
17.1.34,17,1,DIRECCIÓN GENERAL DE AVIACIÓN CIVIL
17.1.38,17,1,DIRECCIÓN GENERAL DE CARRETERAS
17.1.39,17,1,DIRECCIÓN GENERAL DE TRANSPORTE TERRESTRE
17.1.40,17,1,DIRECCIÓN GENERAL DE FERROCARRILES
18.1.01,18,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
18.1.02,18,1,SECRETARÍA GENERAL TECNICA
18.1.03,18,1,SECRET. DE ESTADO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADES
18.1.04,18,1,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL
18.1.05,18,1,DIRECCIÓN GENERAL DE FORMACIÓN PROFESIONAL
18.1.06,18,1,SECRETARÍA GENERAL DE UNIVERSIDADES
18.1.07,18,1,DIRECCIÓN GENERAL DE POLÍTICA UNIVERSITARIA
18.1.09,18,1,SECRETARÍA DE ESTADO DE CULTURA
18.1.11,18,1,D. G. DE BELLAS ARTES Y BIENES CULTURALES Y DE ARCHIVOS Y BIBLIOTECAS
18.1.13,18,1,DIRECCIÓN GENERAL DE POLÍTICAS E INDUSTRIAS CULTURALES Y DEL LIBRO
19.1.01,19,1,MINISTERIO Y SUBSECRETARÍA
19.1.02,19,1,SECRETARÍA DE ESTADO DE LA SEGURIDAD SOCIAL
19.1.03,19,1,SECRETARÍA DE ESTADO DE EMPLEO
19.1.07,19,1,SECRETARÍA GENERAL DE INMIGRACIÓN Y EMIGRACIÓN
20.1.01,20,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
20.1.02,20,1,SECRETARÍA GENERAL TÉCNICA
20.1.04,20,1,SECRETARÍA DE ESTADO DE TURISMO
20.1.12,20,1,SECR. DE EST. DE TELECOMUN. Y PARA LA SOCIEDAD DE LA INFORMACIÓN
20.1.15,20,1,SECRETARÍA GENERAL DE INDUSTRIA Y DE LA PEQUEÑA Y MEDIANA EMPRESA
20.1.16,20,1,DIRECCIÓN GENERAL DE INDUSTRIA Y DE LA PEQUEÑA Y MEDIANA EMPRESA
20.1.18,20,1,SECRETARÍA DE ESTADO DE ENERGÍA
20.1.19,20,1,DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS
23.1.01,23,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
23.1.02,23,1,SECRETARÍA GENERAL TÉCNICA
23.1.04,23,1,SECRETARÍA DE ESTADO DE MEDIO AMBIENTE
23.1.05,23,1,DIRECCIÓN GENERAL DEL AGUA
23.1.06,23,1,DIRECCIÓN GENERAL DE SOSTENIBILIDAD DE LA COSTA Y EL MAR
23.1.08,23,1,DIRECCIÓN GENERAL DE CALIDAD Y EVALUACIÓN AMBIENTAL Y MEDIO NATURAL
23.1.10,23,1,OFICINA ESPAÑOLA DEL CAMBIO CLIMÁTICO
23.1.11,23,1,SECRETARÍA GENERAL DE AGRICULTURA Y ALIMENTACIÓN
23.1.12,23,1,DIRECCIÓN GENERAL DE PRODUCCIONES Y MERCADOS AGRARIOS
23.1.13,23,1,DIRECCIÓN GENERAL DE SERVICIOS
23.1.14,23,1,DIRECCIÓN GENERAL DE LA INDUSTRIA ALIMENTARIA
23.1.15,23,1,SECRETARÍA GENERAL DE PESCA
23.1.16,23,1,DIRECCIÓN GENERAL DE ORDENACIÓN PESQUERA
23.1.17,23,1,DIRECCIÓN GENERAL DE RECURSOS PESQUEROS Y ACUICULTURA
23.1.18,23,1,DIRECCIÓN GENERAL DE DESARROLLO RURAL Y POLÍTICA FORESTAL
23.1.19,23,1,DIRECCIÓN GENERAL DE SANIDAD DE LA PRODUCCIÓN AGRARIA
25.1.01,25,1,PRESIDENTE DEL GOBIERNO
25.1.02,25,1,MINISTERIO Y SERVICIOS GENERALES
25.1.03,25,1,PORTAVOZ DEL GOBIERNO
26.1.01,26,1,MINISTERIO Y SUBSECRETARÍA
26.1.02,26,1,SECRETARÍA GENERAL TÉCNICA
26.1.04,26,1,SECRETARÍA GENERAL DE SANIDAD Y CONSUMO
26.1.07,26,1,DIRECCIÓN GENERAL DE SALUD PÚBLICA, CALIDAD E INNOVACIÓN
26.1.09,26,1,D. G. DE CARTERA BÁSICA DE SERVICIOS DEL SISTEMA NACIONAL DE SALUD Y FARMACIA
26.1.12,26,1,DIRECCIÓN GENERAL DE ORDENACIÓN PROFESIONAL
26.1.15,26,1,SECRETARÍA DE ESTADO DE SERVICIOS SOCIALES E IGUALDAD
26.1.16,26,1,DIRECCIÓN GENERAL DE SERVICIOS PARA LA FAMILIA Y LA INFANCIA
26.1.17,26,1,DIRECCIÓN GENERAL DE COORDINACIÓN DE POLÍTICAS DE APOYO A LA DISCAPACIDAD
26.1.18,26,1,DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS
26.1.21,26,1,DIRECCIÓN GENERAL PARA LA IGUALDAD DE OPORTUNIDADES
26.1.22,26,1,DELEGACIÓN DEL GOBIERNO PARA LA VIOLENCIA DE GÉNERO
27.1.01,27,1,MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES
27.1.02,27,1,SECRETARÍA GENERAL TÉCNICA
27.1.03,27,1,SECRETARÍA DE ESTADO DE ECONOMÍA Y APOYO A LA EMPRESA
27.1.04,27,1,SECRETARÍA GENERAL DEL TESORO Y POLÍTICA FINANCIERA
27.1.05,27,1,DIRECCIÓN GENERAL DE POLÍTICA ECONÓMICA
27.1.06,27,1,DIRECCIÓN GENERAL DE ANÁLISIS MACROECONÓMICO Y ECONOMÍA INTERNACIONAL
27.1.07,27,1,DIRECCIÓN GENERAL DE SEGUROS Y FONDOS DE PENSIONES
27.1.08,27,1,SECRETARÍA DE ESTADO DE COMERCIO
27.1.09,27,1,DIRECCIÓN GENERAL DE COMERCIO E INVERSIONES
27.1.10,27,1,DIRECCIÓN GENERAL DE COMERCIO INTERIOR
27.1.11,27,1,SECRETARÍA DE ESTADO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN
27.1.12,27,1,SECRETARÍA GENERAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN
27.1.13,27,1,DIRECCIÓN GENERAL DE INVESTIGACIÓN CIENTÍFICA Y TÉCNICA
27.1.14,27,1,DIRECCIÓN GENERAL DE INNOVACIÓN Y COMPETITIVIDAD
31.1.02,31,1,D.G. PRESUPUESTOS. GASTOS DE LOS DEPARTAMENTOS MINISTERIALES
31.1.03,31,1,DIRECCIÓN GENERAL DEL PATRIMONIO DEL ESTADO
31.1.04,31,1,SUBSECRETARÍA DE HACIENDA
32.1.01,32,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. COMUNIDADES AUTÓNOMAS
32.1.02,32,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. ENTIDADES LOCALES
33.1.03,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. GALICIA
33.1.04,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. ANDALUCÍA
33.1.05,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. PRINCIPADO DE ASTURIAS
33.1.06,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CANTABRIA
33.1.08,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. REGIÓN DE MURCIA
33.1.09,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. COMUNIDAD VALENCIANA
33.1.11,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CASTILLA-LA MANCHA
33.1.12,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CANARIAS
33.1.14,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. EXTREMADURA
33.1.17,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CASTILLA Y LEÓN
33.1.18,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. MELILLA
33.1.19,33,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CEUTA
34.1.01,34,1,D. G. FONDOS COMUNITARIOS. RELACIONES FINANCIERAS CON LA U. E.
35.1.01,35,1,DIRECCIÓN GENERAL DE PRESUPUESTOS. FONDO DE CONTINGENCIA
36.1.02,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CATALUÑA
36.1.03,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. GALICIA
36.1.04,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. ANDALUCÍA
36.1.05,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. PRINCIPADO DE ASTURIAS
36.1.06,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CANTABRIA
36.1.07,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. LA RIOJA
36.1.08,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. REGIÓN DE MURCIA
36.1.10,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. ARAGÓN
36.1.11,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CASTILLA-LA MANCHA
36.1.12,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CANARIAS
36.1.14,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. EXTREMADURA
36.1.16,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. MADRID
36.1.17,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CASTILLA Y LEÓN
36.1.18,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. MELILLA
36.1.19,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. CEUTA
36.1.20,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. VARIAS CC. AA.
36.1.21,36,1,SECRETARÍA GENERAL DE COORDINACIÓN AUTONÓMICA Y LOCAL. ENTIDADES LOCALES
13.2.101,13,2,CENTRO DE ESTUDIOS JURÍDICOS
13.2.102,13,2,MUTUALIDAD GENERAL JUDICIAL
14.2.104,14,2,CRÍA CABALLAR DE LAS FUERZAS ARMADAS
14.2.107,14,2,INSTITUTO DE VIVIENDA, INFRAESTRUCTURA Y EQUIPAMIENTO DE LA DEFENSA
14.2.111,14,2,CANAL DE EXPERIENCIAS HIDRODINÁMICAS DE EL PARDO
14.2.113,14,2,INSTITUTO SOCIAL DE LAS FUERZAS ARMADAS
14.2.204,14,2,SERVICIO MILITAR DE CONSTRUCCIONES
14.2.205,14,2,INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL ESTEBAN TERRADAS
15.2.101,15,2,INSTITUTO DE ESTUDIOS FISCALES
15.2.102,15,2,INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA
15.2.104,15,2,COMISIONADO PARA EL MERCADO DE TABACOS
15.2.106,15,2,MUTUALIDAD GENERAL DE FUNCIONARIOS CIVILES DEL ESTADO
15.2.202,15,2,PARQUE MÓVIL DEL ESTADO
16.2.101,16,2,JEFATURA DE TRÁFICO
16.2.102,16,2,GERENCIA DE INFRAESTR. Y EQUIPAM. DE LA SEGURIDAD DEL ESTADO
16.2.201,16,2,TRABAJO PENITENCIARIO Y FORMACIÓN PARA EL EMPLEO
17.2.238,17,2,CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS
17.2.239,17,2,CENTRO NACIONAL DE INFORMACIÓN GEOGRÁFICA
